asset_id,name_clean,category_major,category_minor,artifact_nature,type,subtype,description,image_uri,size_class,placement,is_independent,need_combination,landmark_type,landmark_detail,poly_count,collision_x,collision_y,collision_z,caption_basic,caption_visual,caption_scene,labels_json,env_flags,missing_flags,scene_limit
00260,棚子01,静态模型,建筑,人工造物,建筑,,资产名:棚子01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00260.png,中尺寸物体,,,,,,165,211.8,198.44,264.63,该资产完整名称为棚子01，属于人工造物。在分类上，它是一件静态模型下的建筑类资产。其尺寸规格被定义为中尺寸物体。,该资产呈现极简的Q版卡通手绘风格。其顶部为粉色，表面平滑且带有哑光质感，造型两端微微向上翘起。底部由四根米黄色的粗壮柱子支撑，柱体呈现上细下粗的圆润形态，前后柱子之间设有两根细长的横向连接杆以稳固结构。整体造型无写实纹理，边缘处理圆润。,该资产适用于室外场景，通常直接落地摆放于草地或石板路面上。作为建筑配件，它常用于户外庭院、卡通村落或商业街道等游戏场景。在东方古典或童话世界主题中，该资产可作为场景装饰，用于营造轻松休闲的氛围，或作为小型遮挡物丰富场景层次。,"[""Q版卡通"", ""休闲风格"", ""极简卡通"", ""手绘风格"", ""户外庭院"", ""卡通村落"", ""休闲公园"", ""商业街道"", ""休闲模拟"", ""东方古典"", ""童话世界"", ""场景装饰"", ""建筑配件"", ""氛围营造"", ""遮挡物""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00261,楼梯01,静态模型,建筑,人工造物,建筑,,资产名:楼梯01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00261.png,大尺寸物体,,,,,,928,912.51,333.38,532.13,该资产完整名称为“楼梯01”，属于人工造物。在分类上，它归属于静态模型下属的建筑类别，是一个大尺寸物体。,该模型呈现低多边形和极简卡通风格，采用纯色渲染。整体外观为浅棕色调，表面材质光滑平整，呈现哑光质感，无多余纹理。结构上，它呈现平缓的栈道造型，桥面平坦，两侧设有由立柱和横向扶手组成的防护栏杆。整体比例匀称，线条简洁，符合Q版卡通的视觉特征。,该模型适用于室外场景，常平铺落地或跨越水面摆放于草地或水面环境中。作为地形配件，它提供通行连接与跨越障碍的功能，并起到视觉引导作用。适合用于构建休闲田园或童话奇幻主题的关卡，如庭院花园、野外溪流、现代公园或水上栈道等具体游戏场景。,"[""低多边形"", ""极简卡通"", ""纯色渲染"", ""Q版卡通"", ""庭院花园"", ""公园景观"", ""野外溪流"", ""水上栈道"", ""休闲田园"", ""童话奇幻"", ""现代公园"", ""东方庭院"", ""通行连接"", ""地形配件"", ""跨越障碍"", ""场景装饰"", ""视觉引导""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00262,楼梯02,静态模型,建筑,人工造物,建筑,,资产名:楼梯02；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00262.png,中尺寸物体,,,,,,470,301.77,333.44,252.75,该资产为名为“楼梯02”的人工造物，在分类上属于静态模型下的建筑类，是一个中尺寸物体。,该模型呈现Q版卡通与低多边形的手绘风格。楼梯主体侧边为砖红色石材或粉刷材质，踏步表面为浅灰色。两侧配备原木色的木质栏杆，扶手下方带有车床加工样式的圆润立柱。整体结构为一段直跑楼梯，表面材质处理平滑，无明显做旧或磨损痕迹。,该楼梯模型适用于室内居家或室外庭院花园、城镇街道等场景，常放置于草地或石板路上以连接高低差地形。作为建筑构件，它在休闲小镇的广场或童话世界的街道中起到地形连接与空间过渡的作用，为角色提供上下通行的通道。,"[""休闲卡通"", ""Q版卡通"", ""手绘风"", ""低多边形"", ""庭院花园"", ""室内居家"", ""城镇街道"", ""公园广场"", ""休闲小镇"", ""现代都市"", ""欧式古典"", ""童话世界"", ""地形连接"", ""建筑构件"", ""通行通道"", ""空间过渡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00263,楼梯03,静态模型,建筑,人工造物,建筑,,资产名:楼梯03；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00263.png,中尺寸物体,,,,,,96,347.09,246.74,93.13,该资产名为楼梯03，属于人工造物。在分类上，它被归类为静态模型下的建筑类。尺寸规格上，该资产被设定为中尺寸物体。,该资产呈现极简主义的Q版卡通黏土风格。整体以粉色为主，侧面有微弱的暖黄色光影过渡。材质表现为光滑的哑光黏土质感，表面带有柔和反光。结构上，模型为楔形块体，左侧设有四个阶梯，右侧连接平坦平台，所有边缘均经过圆润化处理，无锐利棱角。,该资产适用于室内或户外场景，常落地摆放于人工地板或卡通草地上。在休闲益智或卡通幻想主题中，它作为关卡搭建的地形配件。具体在“积木游乐园”或“抽象迷宫关卡”等游戏场景中，该楼梯用于实现角色的垂直移动，并起到连接不同高度平台的作用。,"[""极简主义"", ""黏土风格"", ""Q版卡通"", ""风格化"", ""抽象关卡"", ""积木世界"", ""室内空间"", ""户外场景"", ""休闲益智"", ""卡通幻想"", ""抽象世界"", ""现代简约"", ""关卡搭建"", ""地形配件"", ""垂直移动"", ""平台连接""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00264,汉堡店01,静态模型,建筑,人工造物,建筑,,资产名:汉堡店01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00264.png,大尺寸物体,,,,,,1384,1139.7,1108.5,702.78,该资产名为“汉堡店01”，属于人工造物。在资产分类上，它归属于静态模型下属的建筑类别，其尺寸规格被定义为大尺寸物体。,该建筑模型呈现Q版卡通与极简风格。墙体为淡黄色，搭配深粉色圆润包边与青绿色平顶，屋顶设有粉红色立体标志。正面包含浅蓝色门与带红白条纹遮阳篷的窗户。整体材质呈现光滑的哑光塑料质感，边缘圆润，底部带有米白色与青绿色的双层底座。,该模型适用于室外场景，通常落地摆放于平整的人工地面或草地上。在Q版世界或模拟经营主题的休闲游戏中，它常作为功能建筑成为视觉焦点。具体可应用于卡通小镇的商业区、游乐园的美食街或城市街道等场景中，同时在地形中也能起到一定的遮蔽与阻挡作用。,"[""Q版卡通"", ""色彩明快"", ""休闲卡通"", ""极简风格"", ""城市街道"", ""商业区"", ""卡通小镇"", ""游乐园"", ""现代都市"", ""模拟经营"", ""休闲游戏"", ""Q版世界"", ""功能建筑"", ""场景地标"", ""地形配件"", ""视觉焦点"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00265,沙漠城墙01,静态模型,建筑,人工造物,建筑,,资产名:沙漠城墙01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00265.png,大尺寸物体,,,,,,470,411.42,598.92,474.78,该资产为沙漠城墙01，属于人工造物。在分类上归为静态模型下的建筑类，是一个大尺寸物体。,该模型呈现Q版卡通与极简风格，通体为纯色渲染的沙黄色。材质表现为平滑的沙土，表面无复杂纹理，带有微弱反光。结构由下至上呈阶梯状收缩，底部为宽大的矩形基座，顶部中央凹陷，两侧凸起形成类似城墙垛口的通道结构，整体边缘均经过圆润化处理。,该资产适用于室外场景，常直接放置于沙地或荒野戈壁等自然地面上。作为模块化建筑，它可通过拼接摆放作为场景边界或阻挡物。在卡通奇幻主题的游戏中，常用于构建沙漠城镇、边防要塞等具体场景，充当防御工事，营造出异域荒漠世界的氛围。,"[""Q版卡通"", ""休闲卡通"", ""极简风格"", ""纯色渲染"", ""沙漠城镇"", ""边防要塞"", ""古城遗址"", ""荒野戈壁"", ""沙漠风情"", ""荒漠世界"", ""异域古城"", ""卡通奇幻"", ""防御工事"", ""场景边界"", ""阻挡"", ""地形拼接"", ""模块化建筑""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00266,沙漠塔01,静态模型,建筑,人工造物,建筑,,资产名:沙漠塔01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00266.png,中尺寸物体,,,,,,372,142.93,142.93,437.78,该资产为沙漠塔01，属于人工造物。在资产分类上，它是一件静态模型下的建筑类资产。其尺寸规格被定义为中尺寸物体。,该模型呈现Q版卡通与极简风格，采用纯色渲染的低多边形设计。建筑由浅沙黄色的四棱锥尖顶、浅灰绿色的方形塔身及两层阶梯状沙黄色底座构成。表面材质为平整的哑光质感。塔身四面均带有三排竖向排列的矩形凹槽，模拟窗户结构，整体边缘线条带有轻微的圆润感。,该建筑模型适用于室外场景，通常落地摆放于沙地或泥土地面上。凭借其沙漠风情与异域奇幻主题，常作为地标建筑或防御塔出现在沙漠荒野、绿洲城镇及古代遗迹等游戏场景中。在沙盘地图中，它可作为视觉焦点进行氛围装饰，或作为场景阻挡物限制玩家移动路线。,"[""Q版卡通"", ""极简风格"", ""低多边形"", ""纯色渲染"", ""沙漠荒野"", ""沙盘地图"", ""绿洲城镇"", ""古代遗迹"", ""沙漠风情"", ""休闲卡通"", ""异域奇幻"", ""古代文明"", ""氛围装饰"", ""地标建筑"", ""场景阻挡"", ""防御塔"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00267,沙漠塔02,静态模型,建筑,人工造物,建筑,,资产名:沙漠塔02；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00267.png,中尺寸物体,,,,,,372,142.93,142.93,437.78,该资产为沙漠塔02，属于人工造物。在分类上归属于静态模型下的建筑类别，其尺寸规格被定义为中尺寸物体。,该建筑模型呈现欧美卡通与低多边形手绘风格。塔身主体为灰蓝色哑光石质，表面带有手绘阴影。结构呈方尖碑状，向上逐渐收窄，四面带有内凹的长条形结构，并被横向线条分割为三层。塔顶为沙黄色四棱锥，底部配有同色的方形石质基座，整体造型简约硬朗。,该建筑适用于室外场景，通常落地摆放于沙地、荒土或石板地面上。在欧式奇幻或沙漠文明主题游戏中，常被布置于沙漠戈壁、神庙遗迹或城镇广场等场景。它可作为地标建筑或防御塔成为视觉焦点，营造异域风情的古代遗迹氛围，同时在关卡中起到阻挡路线的作用。,"[""Q版卡通"", ""欧美卡通"", ""手绘风格"", ""低多边形"", ""沙漠戈壁"", ""神庙遗迹"", ""野外荒地"", ""城镇广场"", ""沙漠文明"", ""异域风情"", ""古代遗迹"", ""欧式奇幻"", ""地标建筑"", ""氛围装饰"", ""视觉焦点"", ""阻挡"", ""防御塔""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00269,沙漠柱子01,静态模型,建筑,人工造物,建筑,,资产名:沙漠柱子01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00269.png,中尺寸物体,,,,,,324,223.33,179.18,561.83,该资产为“沙漠柱子01”，属于人工造物。在分类上归为静态模型下的建筑类别，其尺寸规格为中尺寸物体。,该资产呈现Q版卡通的手绘风格，整体为浅沙色调。材质为哑光石材，表面带有风化痕迹。结构上，底部为三层阶梯状方形基座，上方矗立一截方形石柱。柱体顶部有明显的断裂与残缺，边缘处理圆润，柱身带有浅显的裂纹刻痕，展现出破损的物理状态。,该模型适用于室外场景，通常直接落地摆放于沙地或戈壁环境中。作为地形配件，它常用于构建神庙废墟、古代遗迹等具体游戏场景。在奇幻冒险主题中，该断柱可作为掩体阻挡视线或提供战斗掩护，同时能有效营造出沙漠遗迹与古代文明的破败氛围。,"[""Q版卡通"", ""欧美卡通"", ""风格化"", ""手绘风格"", ""沙漠戈壁"", ""神庙废墟"", ""古代遗迹"", ""野外场景"", ""沙漠遗迹"", ""奇幻冒险"", ""古代文明"", ""异域风情"", ""氛围装饰"", ""场景搭建"", ""掩体阻挡"", ""地形配件""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00270,沙漠门01,静态模型,建筑,人工造物,建筑,,资产名:沙漠门01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00270.png,中尺寸物体,,,,,,448,208.03,183.63,382.57,该资产为名为“沙漠门01”的人工造物，在分类上属于静态模型下的建筑类别，是一个中等尺寸物体。,该模型呈现极简的Q版卡通风格，采用纯色渲染。主体表现为平滑的浅沙色石材材质，表面哑光。结构由两根方形立柱与顶部横梁构成，底部设有基座。立柱中段嵌有两道浅薄荷绿色的环状装饰，横梁上方排列着同色的栅栏状结构，最顶部覆盖沙色平顶，整体造型方正，无复杂纹理。,该模型适用于室外场景，通常落地摆放于沙地或石板路面上。在沙漠风情或异域奇幻主题的游戏中，可作为沙漠绿洲、荒漠遗迹或城镇入口的通道入口。它能有效进行区域划分与视觉引导，也常作为庭院景观或关卡通道中的建筑配件，营造童话世界般的轻松氛围。,"[""Q版卡通"", ""极简卡通"", ""休闲风格"", ""纯色渲染"", ""沙漠绿洲"", ""荒漠遗迹"", ""城镇入口"", ""关卡通道"", ""庭院景观"", ""沙漠风情"", ""异域奇幻"", ""休闲世界"", ""童话世界"", ""通道入口"", ""区域划分"", ""场景装饰"", ""视觉引导"", ""建筑配件""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00271,游乐场大门01,静态模型,建筑,人工造物,建筑,,资产名:游乐场大门01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00271.png,大尺寸物体,,,,,,2626,4440.93,1104.79,1765.46,该资产的完整名称为游乐场大门01，属于人工造物。在分类上归属于静态模型下的建筑类别，其整体尺寸规格被定义为大尺寸物体。,该模型呈现Q版卡通与极简风格，主体为浅蓝色调，表面镶嵌粉红与紫色的几何色块装饰。材质表现为光滑的哑光塑料质感，无复杂纹理，呈现纯粹的色块渲染效果。结构为拱门造型，顶部设有黄色星星状装饰，底部由深红棕色长方形底座支撑，整体边缘处理圆润。,该模型适用于室外场景，通常直接落地摆放于草地或人工广场地面上。在游戏中，它常作为出入口或区域划分的标志性建筑，起到路线引导的作用。非常适合配置在主题公园、儿童乐园或嘉年华等休闲娱乐场景中，能有效营造出充满童趣的童话世界与卡通世界氛围。,"[""Q版卡通"", ""休闲卡通"", ""极简风格"", ""色块渲染"", ""低多边形"", ""主题公园"", ""游乐园"", ""儿童乐园"", ""嘉年华"", ""城市广场"", ""派对场景"", ""游乐场"", ""休闲娱乐"", ""卡通世界"", ""童话世界"", ""现代都市"", ""出入口"", ""区域划分"", ""地标建筑"", ""视觉焦点"", ""路线引导"", ""氛围装饰""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00272,灯塔01,静态模型,建筑,人工造物,建筑,,资产名:灯塔01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00272.png,大尺寸物体,,,,,,1700,400.28,400.28,1485.61,该资产为“灯塔01”，属于人工造物。在分类上归属于静态模型下的建筑类别，其尺寸规格为大尺寸物体。,该模型呈现Q版卡通的简模风格。整体为上窄下宽的塔状结构，底部为白色多边形基座。塔身下半部采用白色光滑材质，分布灰蓝色长条形窗户；上半部及圆顶为灰蓝色哑光材质。中上部设有带栏杆的环形露台，内部透出黄色暖光，最顶部竖立一根柱状天线。,该建筑模型适用于室外场景，通常落地摆放于孤岛礁石、海岸或草地环境中。在航海世界或海岛生存游戏中，常放置于港口码头或海滨小镇作为地标建筑与视觉焦点。它能提供照明与导航指引，营造休闲的近现代海滨氛围，也可作为大型阻挡物限制玩家移动。,"[""Q版卡通"", ""休闲卡通"", ""风格化"", ""简模"", ""海滨海岸"", ""港口码头"", ""孤岛礁石"", ""海滨小镇"", ""航海世界"", ""休闲模拟"", ""近现代"", ""海岛生存"", ""地标建筑"", ""视觉焦点"", ""氛围装饰"", ""照明"", ""导航指引"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00273,灯塔02,静态模型,建筑,人工造物,建筑,,资产名:灯塔02；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00273.png,大尺寸物体,,,,,,1114,646.88,646.88,1338.84,该资产为名为“灯塔02”的人工造物，在分类上属于静态模型下的建筑类别，是一个大尺寸物体。,该模型呈现极简的Q版卡通与低多边形风格。塔身由橙黄色与白色相间的横向条纹构成，表面材质平滑呈哑光质感。底部设有多边形橙黄色基座及斜向支撑结构。塔身向上收窄，顶部设有带栏杆的观景台、白色发光室，以及带小尖顶的橙黄色圆顶。,该建筑模型适用于室外场景，通常落地放置于岛屿礁石、沙滩或港口地面上。在海滨小镇、港口码头或童话世界等游戏场景中，它常作为地标建筑与视觉焦点。其不仅能为船只提供导航指引与照明，还能有效营造出轻松休闲的海岸氛围装饰效果。,"[""Q版卡通"", ""休闲风格"", ""低多边形"", ""极简"", ""海滨海岸"", ""港口码头"", ""岛屿礁石"", ""沙滩"", ""海滨小镇"", ""休闲模拟"", ""航海时代"", ""童话世界"", ""地标建筑"", ""视觉焦点"", ""氛围装饰"", ""照明"", ""导航指引""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00274,灯塔03,静态模型,建筑,人工造物,建筑,,资产名:灯塔03；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00274.png,大尺寸物体,,,,,,2908,1128.45,1128.45,1701.01,该资产为名为“灯塔03”的人工造物，在分类上属于静态模型下的建筑类别，是一个大尺寸物体。,该灯塔呈现Q版卡通风格，整体采用浅青蓝色调，搭配白色窗户。材质为平滑的哑光表面，具手绘低多边形特征。结构呈多边形柱体，分为三层，中下层塔身分布着长方形窗户，层间设有环形阳台。顶层为带有淡黄色发光区域的灯室，顶部覆盖半球形穹顶。,该模型适用于室外场景，通常落地摆放于海滨沙滩、孤岛悬崖或港口码头的地面上。在童话世界主题游戏中，它常被布置在沿海小镇中，作为视觉焦点与地标建筑。其不仅能提供照明指引，还能作为碰撞阻挡物，营造休闲模拟氛围。,"[""Q版卡通"", ""休闲简模"", ""低多边形"", ""清新明快"", ""手绘风格"", ""港口码头"", ""海滨沙滩"", ""孤岛悬崖"", ""沿海小镇"", ""海洋世界"", ""海滨度假"", ""航海时代"", ""休闲模拟"", ""童话世界"", ""现代都市"", ""地标建筑"", ""视觉焦点"", ""氛围装饰"", ""照明指引"", ""碰撞阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00276,牌坊01,静态模型,建筑,人工造物,建筑,,资产名:牌坊01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00276.png,中尺寸物体,,,,,,632,242.79,592.77,671.06,该资产为“牌坊01”，属于人工造物。在分类上，它被归类为静态模型下的建筑类别，其尺寸规格为中尺寸物体。,该牌坊呈现Q版卡通与低多边形风格。主体采用浅木色平滑木质材质，表面哑光。建筑由两根立柱支撑，底部各有一个灰白色球状基座，中部有灰褐色横梁穿插。顶部设有一个灰白色的微翘屋顶，下方带有平直的浅木色额枋，整体造型极简，无多余纹理。,该资产适用于室外场景，通常落地摆放于草地或石板路上。在东方古典或仙侠武侠主题游戏中，常被用作城镇入口、寺庙道观或街道集市的标志性建筑。作为场景入口，它能有效进行区域划分，并为村落乡野等环境提供休闲可爱的氛围装饰，成为视觉焦点。,"[""Q版卡通"", ""中国风卡通"", ""休闲可爱"", ""低多边形"", ""城镇入口"", ""街道集市"", ""寺庙道观"", ""村落乡野"", ""庭院园林"", ""东方古典"", ""中国古风"", ""仙侠武侠"", ""日系和风"", ""场景入口"", ""地标建筑"", ""区域划分"", ""氛围装饰"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00277,牌坊02,静态模型,建筑,人工造物,建筑,,资产名:牌坊02；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00277.png,大尺寸物体,,,,,,2032,375.39,911.8,791.6,该资产为“牌坊02”，属于人工造物。在分类上归为静态模型下的建筑类，尺寸规格为大尺寸物体。,该模型呈现中国风Q版卡通与手绘风格。整体以浅黄色为主，底部配有灰白色方形底座。材质表现为带有手绘光影的哑光石材。结构上，单根方形立柱支撑起双层屋檐，屋檐具飞檐翘角设计，表面刻画有简化的瓦片纹理。两层屋檐间设有镂空结构，形似传统石灯笼。,该资产适用于室外场景，通常落地摆放于石板路或草地环境中。在东方古典与国风主题游戏中，常配置于古代城镇街道、寺庙道观庭院或仙侠武侠的野外山林。作为景观建筑，它能提供路标指引与视觉焦点，其镂空处也可作为照明设施，有效营造古朴的氛围装饰感。,"[""中国风卡通"", ""Q版卡通"", ""休闲风格"", ""手绘"", ""庭院园林"", ""寺庙道观"", ""城市街道"", ""广场"", ""野外山林"", ""东方古典"", ""国风"", ""仙侠武侠"", ""古代城镇"", ""氛围装饰"", ""景观建筑"", ""路标指引"", ""视觉焦点"", ""照明""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00278,电力供应站01,静态模型,建筑,人工造物,建筑,,资产名:电力供应站01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00278.png,大尺寸物体,,,,,,6726,4784.62,3947.94,1925.33,该资产为“电力供应站01”，属于人工造物。在分类上，它是一件静态模型下的建筑类资产。其尺寸规格被定义为大尺寸物体。,该资产呈现Q版卡通与极简低多边形风格。整体以纯白色和浅灰色为主，局部点缀亮黄色。材质表现为哑光平整的塑料质感，无复杂纹理。结构包含两个带黄色环带的锥台形冷却塔、带高耸烟囱的方形基座、后方的灰色桁架输电塔、前方排列黄色方块的底座，以及右侧的白色圆柱形储罐。,该资产适用于室外场景，通常直接落地摆放于平整的水泥地面或人工地板上。在模拟经营或近未来主题游戏中，常作为功能建筑用于资源产出，或作为场景地标与视觉焦点。具体可应用于现代都市的工业园区、城市边缘的发电厂或野外空地的基地建设等场景，其体积也可作为玩家移动路径上的阻挡物。,"[""Q版卡通"", ""低多边形"", ""极简风格"", ""微缩模型"", ""工业园区"", ""基地建设"", ""城市边缘"", ""野外空地"", ""现代都市"", ""模拟经营"", ""工业时代"", ""近未来"", ""功能建筑"", ""资源产出"", ""场景地标"", ""视觉焦点"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00279,电梯房01,静态模型,建筑,人工造物,建筑,,资产名:电梯房01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:大尺寸物体,images/00279.png,大尺寸物体,,,,,,1016,919.52,919.13,1413.68,该资产名称为电梯房01，属于人工造物。在分类体系中，它被归类为静态模型下属的建筑类。其尺寸规格被定义为大尺寸物体。,该资产呈现Q版卡通与极简风格。主体为方形结构，以粉色和白色为主色调。侧面为白色，边缘、底部基座及顶部层叠结构均为粉色。材质表现为光滑的塑料质感，表面呈哑光状态，无额外纹理。顶部中央设有一个白色的圆环结构，类似悬吊拉环，整体造型圆润。,该资产适用于室内外平整地面，可落地摆放或通过顶部圆环悬挂。在休闲益智或玩具世界主题中，常作为移动平台或关卡机关。具体可应用于游乐园跳跃关卡、玩具屋室内场景等。它既能作为场景建筑，也能在机关关卡中起到阻挡路线的作用，契合Q版卡通氛围。,"[""Q版卡通"", ""休闲风"", ""极简风格"", ""低多边形"", ""机关关卡"", ""城市建筑"", ""室内场景"", ""游乐场"", ""休闲益智"", ""玩具世界"", ""现代都市"", ""游乐园"", ""移动平台"", ""关卡机关"", ""场景建筑"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00280,石头柱台01,静态模型,建筑,人工造物,建筑,,资产名:石头柱台01；主分类:静态模型；子分类:建筑；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/00280.png,中尺寸物体,,,,,,258,110.09,110.09,129.21,该资产为石头柱台01，属于人工造物。在分类上归属于静态模型下的建筑类，尺寸规格为中尺寸物体。,该资产呈现浅米色调，采用平滑渲染的哑光石材材质，整体为Q版卡通与极简风格。结构上分为上下两端较宽的方形底座与顶板，边缘均经过圆角处理。中间柱身略微内收呈弧线，四面带有凹陷的矩形装饰面板。顶部中央设有一个圆形的凸起平台。,该资产适用于室内外场景，可落地摆放于石板地、草地或地毯上。在童话世界或欧式奇幻主题中，常作为物品底座出现在神庙遗迹、宫殿大厅及庭院花园中。它不仅能用于展示关键道具，也可作为建筑构件或场景阻挡物，起到氛围装饰的作用。,"[""Q版卡通"", ""休闲风格"", ""极简风格"", ""平滑渲染"", ""神庙遗迹"", ""宫殿大厅"", ""庭院花园"", ""室内陈设"", ""城市广场"", ""童话世界"", ""欧式奇幻"", ""古典神话"", ""休闲农场"", ""物品底座"", ""展示台"", ""氛围装饰"", ""建筑构件"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
